Gene = BORCS6
index = 44
Annotated 5SS: [  90  578 1109]
Annotated 3SS: [ 150  633 1165]
SMsplice 5SS: [  90  578 1109]
SMsplice 3SS: [ 150  633 1165]
top_k =  1000
Partition function (log Z): -2.890502177324921

Sorted 5' Splice Sites (High to Low Probability):
Position 578: 0.8454074800256525
Position 1109: 0.7812222600817014
Position 90: 0.46689231693963673
Position 16: 0.3750416926377162
Position 100: 0.12004270681266693
Position 1113: 0.02302639678029845
Position 582: 0.004513392719671355
Position 21: 0.003807652339046249
Position 589: 0.0033735448599237507
Position 1099: 0.0030588926999486495
Position 1208: 0.0017862824897198158
Position 349: 0.0006267750588650192
Position 72: 0.0004507613384260459
Position 536: 0.0003073778631609367
Position 336: 0.00020300451811964393
Position 361: 0.0001105726099233024
Position 233: 8.209951166325582e-05
Position 1117: 5.016703273485404e-05
Position 1031: 4.79120607466073e-05
Position 278: 4.735640866986196e-05
Position 1073: 3.096437972896469e-05
Position 1231: 2.969352387493079e-05
Position 805: 2.7026064254073818e-05
Position 1037: 1.2529565529166338e-05
Position 821: 8.91050773324624e-06
Position 713: 8.775712966608301e-06
Position 778: 7.483825859893607e-06
Position 978: 7.216488329620526e-06
Position 324: 6.92731167983197e-06
Position 972: 5.623664110419059e-06
Position 251: 5.257434000114336e-06
Position 906: 4.415931047432614e-06
Position 993: 2.9058736636864637e-06
Position 111: 2.5683636973191923e-06
Position 117: 1.8622063660367538e-06
Position 890: 1.6451235687728764e-06
Position 1193: 1.627469284628417e-06
Position 1143: 1.1043171418015108e-06
Position 849: 6.199150140144504e-07
Position 161: 4.552712257853185e-07
Position 861: 3.21857785665681e-07
Position 227: 3.1942331982446074e-07
Position 1185: 2.7523027375185174e-07
Position 150: 1.4183539331745188e-07
Position 830: 1.3046747145305017e-07
Position 726: 1.0676439850346307e-07
Position 603: 8.460737231425258e-08
Position 664: 6.672839353054591e-08
Position 238: 5.8448051901198244e-08
Position 183: 4.277775439327782e-08
Position 192: 3.5067479819751843e-09
Position 636: 8.446491956669922e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 633: 0.8603850425929972
Position 150: 0.8536432337290214
Position 1165: 0.6242934711377753
Position 1168: 0.18288732972447383
Position 128: 0.07315446760623943
Position 161: 0.02612626575885993
Position 178: 0.0024133484954167875
Position 207: 0.0018216471641948314
Position 1265: 0.0016786946456168559
Position 69: 0.0013129437736429097
Position 183: 0.0006803391237695342
Position 1290: 0.00044599307487437693
Position 336: 0.0003103233870285499
Position 180: 0.00027952808478294306
Position 100: 0.0001600244445184544
Position 385: 0.00015310297690627927
Position 413: 0.0001314010041519972
Position 603: 9.42643698346729e-05
Position 1172: 6.739020243837626e-05
Position 1089: 5.221975766068395e-05
Position 188: 4.856838643787563e-05
Position 705: 2.201000491997986e-05
Position 271: 1.940311278623707e-05
Position 1216: 1.7221948902421008e-05
Position 849: 9.319377712976712e-06
Position 664: 8.47023814584589e-06
Position 859: 8.21803450200798e-06
Position 890: 7.752719383178616e-06
Position 830: 7.632632759763608e-06
Position 1248: 5.0124573572807136e-06
Position 1201: 4.026101979965013e-06
Position 420: 3.285437769498123e-06
Position 1031: 2.4014583350345144e-06
Position 1037: 1.680429283654307e-06
Position 1094: 1.384324642070841e-06
Position 1131: 9.166848503994797e-07
Position 1141: 9.012467230520922e-07
Position 521: 8.9410298157993e-07
Position 1178: 8.386799820423624e-07
Position 531: 6.78579162749138e-07
Position 884: 6.573225822472513e-07
Position 616: 6.290052293981726e-07
Position 647: 6.260324263863567e-07
Position 1001: 5.232463914374914e-07
Position 536: 4.837711864558773e-07
Position 355: 4.602244009701589e-07
Position 1055: 4.600944025296662e-07
Position 901: 3.685463847706313e-07
Position 369: 3.3336003916708513e-07
Position 1127: 2.567165302262598e-07
Position 425: 1.8218926770162455e-07
Position 501: 1.7134940503160907e-07
Position 481: 1.4803689550034676e-07
Position 560: 1.248114333469355e-07
Position 713: 1.2154916168536906e-07
Position 554: 8.578571471610716e-08
Position 752: 8.205021076319384e-08
Position 588: 7.929710936338686e-08
Position 265: 7.423571111694099e-08
Position 275: 6.111194476302012e-08
Position 357: 4.4162860433327343e-08
Position 246: 4.047094155877007e-08
Position 465: 3.1348682078441474e-08
Position 495: 2.9035263781415905e-08
Position 707: 2.5970042297436715e-08
Position 1091: 2.027856722440262e-08
Position 346: 1.9134258751875847e-08
Position 249: 1.2090511473027914e-08
Position 278: 6.984205292267019e-09
Position 571: 1.6573376565662826e-09
Position 498: 1.5644244418895539e-09
Position 509: 9.379844250990576e-10
Position 292: 1.0358856693946102e-14
Position 251: 7.984757080540523e-16
