Gene = Atac3
index = 34
Annotated 5SS: [ 447  858 1126 1289 1571 1960 2113 2238]
Annotated 3SS: [ 503  912 1267 1452 1633 2017 2167 2297]
SMsplice 5SS: [ 194  664  858 1126 1571 1960 2113 2238]
SMsplice 3SS: [ 314  728  912 1452 1633 2050 2167 2297]
top_k =  1000
Partition function (log Z): 18.002999362333384

Sorted 5' Splice Sites (High to Low Probability):
Position 1571: 0.9984365742149602
Position 858: 0.9964902987533343
Position 1126: 0.9828764154425907
Position 1960: 0.9719412933670349
Position 2238: 0.8935461605477508
Position 194: 0.8477191054363858
Position 664: 0.8475870296566786
Position 2113: 0.7259257758829114
Position 447: 0.3794918873305707
Position 2779: 0.23348850497664247
Position 245: 0.03822501582003486
Position 36: 0.019163342104659607
Position 2793: 0.01604102081580784
Position 1100: 0.01522098916876684
Position 459: 0.0071620138416166445
Position 1289: 0.005201594232757249
Position 76: 0.0029910131357720727
Position 299: 0.0021331028233571073
Position 59: 0.0020285898298162894
Position 470: 0.001706517746918298
Position 1696: 0.0015993873467269931
Position 543: 0.0015086669537874326
Position 2430: 0.001037362745610268
Position 1379: 0.0005478440994570435
Position 833: 0.0005250971225486086
Position 1316: 0.0005098997109740707
Position 1992: 0.0005055610967372529
Position 198: 0.0002839263530638974
Position 1974: 0.00025787138812622063
Position 2756: 0.0002481118050287425
Position 2493: 0.00019948211673390839
Position 840: 0.000175981128544696
Position 1130: 0.00016147758671875408
Position 1979: 0.00014824525663959632
Position 2413: 0.00014582917777105698
Position 759: 0.00014344832180207944
Position 1575: 0.00014036477945982354
Position 1309: 0.00013341440617765598
Position 2772: 0.00013159419755219616
Position 1179: 0.00012037575921180521
Position 2117: 0.00011472334337405988
Position 17: 0.00011192221324392313
Position 1855: 8.061982576706972e-05
Position 2562: 7.257230735830471e-05
Position 1107: 6.734339205186222e-05
Position 2252: 6.332038933811615e-05
Position 2827: 5.712814982537743e-05
Position 1498: 4.5351480147706466e-05
Position 1527: 4.5287009261413354e-05
Position 2935: 4.434782478275052e-05
Position 2706: 4.171336427554774e-05
Position 810: 4.065405272100325e-05
Position 1876: 4.0377140461107124e-05
Position 2405: 3.865338794776862e-05
Position 587: 3.7126715235865044e-05
Position 1293: 3.580406338465798e-05
Position 2712: 3.1300200814539986e-05
Position 2783: 2.741326170211323e-05
Position 668: 2.469795550441956e-05
Position 2526: 2.4566413051078524e-05
Position 606: 2.0217868417257243e-05
Position 2720: 1.8100546814043592e-05
Position 107: 1.6542861145234702e-05
Position 1531: 1.3161881522966627e-05
Position 1743: 1.1269926269675305e-05
Position 41: 1.0819167672750165e-05
Position 216: 1.0383089120342564e-05
Position 2819: 8.142191506851502e-06
Position 615: 6.1441294472198186e-06
Position 2178: 5.8627855627805704e-06
Position 2609: 5.07498037962262e-06
Position 375: 4.290037540898675e-06
Position 405: 4.285062490386016e-06
Position 400: 2.8775867909786622e-06
Position 221: 2.5407140574338987e-06
Position 1945: 2.401882891011187e-06
Position 796: 2.0439283356894175e-06
Position 964: 1.476219165545645e-06
Position 1549: 1.1689902567798848e-06
Position 1932: 1.118286626975304e-06
Position 2373: 9.68256364649554e-07
Position 1642: 9.62711177931154e-07
Position 1041: 6.536185208425599e-07
Position 2080: 6.521762776926313e-07
Position 1071: 6.032948201987903e-07
Position 547: 5.048697487919677e-07
Position 2222: 4.003874080624333e-07
Position 378: 3.841457915453394e-07
Position 1060: 3.2721703656654125e-07
Position 981: 2.8667739603308797e-07
Position 561: 2.403659122327707e-07
Position 1765: 6.847323311836444e-08
Position 1471: 6.756798402965822e-08
Position 1909: 3.547478340125455e-08
Position 335: 1.7542462234622185e-08
Position 358: 1.6026634135559346e-08
Position 1510: 9.102471157481182e-09
Position 337: 5.9334088354406895e-09
Position 519: 4.893257317462947e-09
Position 2208: 1.493733709122155e-09
Position 1203: 7.441861120354812e-10
Position 1190: 2.668327062444079e-10
Position 2297: 6.811519850046644e-11
Position 1003: 3.7511309368219076e-11
Position 325: 2.361949127367865e-12
Position 1039: 2.1725130816988807e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 912: 0.9977869008799052
Position 1633: 0.9906975093421341
Position 728: 0.8741436067803732
Position 1452: 0.7695591690043154
Position 2167: 0.7228550748226145
Position 2050: 0.6345217112863754
Position 314: 0.5858367196630508
Position 2297: 0.46003069480539893
Position 2303: 0.4042520655038277
Position 503: 0.33029648251981997
Position 2017: 0.26550988875880316
Position 1411: 0.21598277773563143
Position 3002: 0.19975551782860054
Position 358: 0.14667430002960255
Position 2012: 0.06146874133065175
Position 264: 0.05492864928849153
Position 335: 0.050248617010586166
Position 513: 0.03643791871636524
Position 274: 0.027652497878494615
Position 2839: 0.02473230320175597
Position 2475: 0.013118723346956684
Position 2320: 0.01201905506202248
Position 2897: 0.011288727998597902
Position 123: 0.011280596373363556
Position 1455: 0.010825985784143103
Position 2394: 0.010335662355645843
Position 2832: 0.010192167689632235
Position 299: 0.009491892828537865
Position 524: 0.00615022006306577
Position 1267: 0.0058271014798751165
Position 94: 0.00416898734094995
Position 2972: 0.0037861877757275524
Position 1749: 0.003397871480070356
Position 2925: 0.003383770996026334
Position 1690: 0.0028021859146216566
Position 783: 0.002171184907986171
Position 193: 0.0021546164267040734
Position 2070: 0.002103074340463919
Position 1674: 0.0017123674204115584
Position 107: 0.0016001909834693399
Position 578: 0.0013710706507632545
Position 1777: 0.001217829473640345
Position 530: 0.0012102941154803865
Position 2657: 0.0011868404886249053
Position 1178: 0.001147848883590511
Position 2327: 0.0010182111450406602
Position 370: 0.0010082340550127348
Position 663: 0.0009373506942991148
Position 1315: 0.0005571911184632741
Position 1415: 0.0005547021702306465
Position 2089: 0.0004820205056458132
Position 419: 0.00045100503532130104
Position 2204: 0.0004414573705222621
Position 981: 0.00035890745807573825
Position 2600: 0.00035655165698428065
Position 1896: 0.00030281784158582966
Position 701: 0.00025274569271708803
Position 2112: 0.00021568247945974637
Position 2346: 0.00020521263799495905
Position 533: 0.00019650482820551018
Position 2422: 0.00018819209466724556
Position 2453: 0.00018784994718059415
Position 1332: 0.0001808401941390908
Position 758: 0.00016829422184762882
Position 1701: 0.00014993131658078035
Position 2978: 0.00014103657721193833
Position 2343: 0.00012703045298955592
Position 2356: 0.00010506270965048203
Position 375: 8.93788650081093e-05
Position 1780: 8.185431644399288e-05
Position 2228: 8.06903542594201e-05
Position 393: 7.071547380689174e-05
Position 707: 6.277314318878492e-05
Position 2413: 6.0323360877067336e-05
Position 987: 5.6980288527329165e-05
Position 2444: 5.696460902292331e-05
Position 232: 4.696448415324283e-05
Position 752: 4.4202734412561996e-05
Position 2360: 4.324606174763076e-05
Position 2149: 3.888624065845182e-05
Position 1861: 3.655038041328384e-05
Position 133: 3.576043394841028e-05
Position 2208: 3.567697467063326e-05
Position 2588: 2.676542995937952e-05
Position 451: 2.5180138771715977e-05
Position 957: 2.5001521242923837e-05
Position 1555: 2.470644722046086e-05
Position 1498: 2.287732920671355e-05
Position 2811: 2.220534469688259e-05
Position 991: 2.035778328007016e-05
Position 1475: 2.0294953371111073e-05
Position 1020: 1.6430981495239697e-05
Position 587: 1.4670805954582928e-05
Position 1522: 1.4430807169050002e-05
Position 1817: 1.4324437515620625e-05
Position 1336: 1.2510426196279429e-05
Position 1917: 1.152391979286185e-05
Position 2628: 9.854485658860125e-06
Position 1154: 8.176172168837107e-06
Position 165: 6.86290347775728e-06
Position 2543: 6.554207936706013e-06
Position 1274: 5.642106450895285e-06
Position 1920: 4.6817730902429835e-06
Position 1537: 4.569418655979153e-06
Position 1468: 4.07648164725057e-06
Position 2666: 3.494668925109533e-06
Position 1054: 3.0655885042455203e-06
Position 1289: 3.0611195238441543e-06
Position 443: 2.494629180166465e-06
Position 2138: 2.3759482316557523e-06
Position 1282: 1.9019733843069243e-06
Position 2430: 1.764899735249521e-06
Position 2080: 1.7160638098516322e-06
Position 620: 1.7120326750870645e-06
Position 198: 1.6580669901961645e-06
Position 2252: 1.4125894363102193e-06
Position 825: 1.2776179480050449e-06
Position 2702: 1.2403744828968787e-06
Position 488: 9.899142821811286e-07
Position 601: 8.070199737753925e-07
Position 1923: 7.710585984714932e-07
Position 595: 6.815957044946134e-07
Position 762: 6.578923085463389e-07
Position 833: 6.031423870173309e-07
Position 2540: 4.6065156003022926e-07
Position 2222: 4.577293308541423e-07
Position 838: 3.721317619892987e-07
Position 204: 3.18382682390025e-07
Position 1726: 2.1888064411191006e-07
Position 609: 1.349583927701597e-07
Position 1095: 1.3345768918540091e-07
Position 597: 1.2024986226353629e-07
Position 814: 1.1548384206789667e-07
Position 1089: 8.184619199665996e-08
Position 810: 3.51700373723614e-08
Position 234: 6.556300355890483e-09
Position 1945: 2.395305327039316e-09
Position 862: 1.2171175828941607e-13
