Gene = homer
index = 1731
Annotated 5SS: [ 167 1218 1710 1842 2172 2363]
Annotated 3SS: [ 928 1272 1762 1904 2227 2416]
SMsplice 5SS: [ 563 1218 1710 1842 2172 2363]
SMsplice 3SS: [ 928 1272 1762 1904 2227 2416]
top_k =  1000
Partition function (log Z): 16.12077181072802

Sorted 5' Splice Sites (High to Low Probability):
Position 1842: 0.9994127984837099
Position 1218: 0.9993127532658741
Position 1710: 0.9936619004654615
Position 2363: 0.9715855474111533
Position 2172: 0.9669530775187962
Position 563: 0.5600371847266443
Position 167: 0.2288924124157154
Position 2833: 0.09916465753321502
Position 3048: 0.06741193857266471
Position 406: 0.05156096137875621
Position 2176: 0.03031321229193574
Position 2490: 0.020591431720682934
Position 3079: 0.016740822757365256
Position 3106: 0.015345158636369463
Position 388: 0.015039167232330576
Position 808: 0.013774647509529432
Position 3084: 0.004013462957133971
Position 216: 0.0037859468778097785
Position 2916: 0.0037678743748000947
Position 414: 0.0032988428116471316
Position 410: 0.003209933607670676
Position 301: 0.003078606877315549
Position 2712: 0.0030306777138140364
Position 3623: 0.0028020658315375197
Position 3110: 0.00279464354599236
Position 3116: 0.002206398356610984
Position 3792: 0.0021342367936229532
Position 285: 0.002119038358457339
Position 2496: 0.0020372799126014297
Position 529: 0.0018121532622378937
Position 1023: 0.0012912413898472947
Position 372: 0.001078800166653988
Position 376: 0.0010710701813367056
Position 5: 0.0009712402621464638
Position 3627: 0.0007522098508509123
Position 43: 0.0006698442038629051
Position 2344: 0.0005803652207914578
Position 1671: 0.0005423612247800084
Position 2156: 0.00046678559780102087
Position 585: 0.0003757120467859368
Position 3604: 0.00037197262302966273
Position 3472: 0.0003501504720925188
Position 1089: 0.00034440178428794794
Position 2149: 0.00028090001937048986
Position 784: 0.0002566286943846159
Position 262: 0.0002525487946849155
Position 3072: 0.00023193467074038415
Position 3288: 0.00021629434575756606
Position 3359: 0.00021625390165186931
Position 95: 0.00020996464114092953
Position 2350: 0.00019153910053304333
Position 1055: 0.00018300204655973324
Position 1225: 0.0001823841387315457
Position 2877: 0.00016734714613088884
Position 829: 0.00016543076061166373
Position 114: 0.0001576359310636515
Position 3646: 0.000148547137630733
Position 2129: 0.00013604217346031624
Position 2417: 0.00013286569598800263
Position 380: 0.0001301064016016612
Position 3271: 0.0001270639162532488
Position 2994: 0.0001248992926377113
Position 2738: 0.00011292876557941546
Position 1178: 0.00011201823495407938
Position 1573: 0.00010877923645993109
Position 3273: 0.0001076414137222759
Position 3158: 8.13223980625336e-05
Position 3330: 7.647820006354767e-05
Position 2056: 7.593021666258743e-05
Position 2253: 7.294913544412262e-05
Position 265: 7.100362824110725e-05
Position 2950: 7.07442421124873e-05
Position 390: 6.884902027384631e-05
Position 2326: 6.373875926304864e-05
Position 321: 6.013331193152913e-05
Position 1393: 5.614241292248712e-05
Position 268: 5.499735480117242e-05
Position 3583: 5.256805658891925e-05
Position 2246: 5.114961083003178e-05
Position 139: 4.8975988209223386e-05
Position 289: 4.8268600140106596e-05
Position 1438: 4.562822732857735e-05
Position 593: 3.765043793722036e-05
Position 2773: 3.7477870751294325e-05
Position 2061: 3.360220654501474e-05
Position 2906: 3.323608994784308e-05
Position 1017: 3.314255140719571e-05
Position 551: 2.857996960315959e-05
Position 2307: 2.8407506386389283e-05
Position 394: 2.2225831526635276e-05
Position 207: 2.18828613713527e-05
Position 668: 2.134512649074856e-05
Position 1685: 2.130132666979912e-05
