Gene = Ptth
index = 1393
Annotated 5SS: [383 816]
Annotated 3SS: [491 873]
SMsplice 5SS: [383 816]
SMsplice 3SS: [491 873]
top_k =  1000
Partition function (log Z): -6.201295210710402

Sorted 5' Splice Sites (High to Low Probability):
Position 816: 0.829821983718443
Position 383: 0.718589493459548
Position 268: 0.05564024094778941
Position 585: 0.030002560371802232
Position 1003: 0.02991807445918294
Position 221: 0.01222677342645849
Position 810: 0.0117958847347075
Position 637: 0.008732426897668013
Position 1116: 0.0035813698410688322
Position 734: 0.003552539645730968
Position 379: 0.002826504724127568
Position 4: 0.0012743682936271913
Position 231: 0.0010661063097886366
Position 571: 0.0007693244382998048
Position 178: 0.0007234822372017641
Position 113: 0.0005202869932562045
Position 1090: 0.0004984432450898735
Position 308: 0.00046422144788084115
Position 353: 0.0003297782345085612
Position 1130: 0.0001826128170008796
Position 708: 0.0001601440664071088
Position 205: 0.00012543065762539606
Position 1009: 0.00012078177707551572
Position 589: 7.855848608509705e-05
Position 387: 7.293678045596702e-05
Position 762: 6.491982974384979e-05
Position 41: 5.299606447141164e-05
Position 342: 4.638243032528274e-05
Position 8: 4.0360072823012655e-05
Position 655: 2.3190647127331898e-05
Position 181: 2.032815342473918e-05
Position 193: 1.8562099813091944e-05
Position 550: 1.4576968182948795e-05
Position 947: 1.2513690168280486e-05
Position 184: 1.1950916055783943e-05
Position 673: 1.0429685834801644e-05
Position 820: 9.498677350473555e-06
Position 554: 9.16281972514942e-06
Position 841: 7.4066467899925724e-06
Position 198: 6.7151041888229415e-06
Position 928: 6.2888126668375485e-06
Position 1029: 5.9549738896611425e-06
Position 896: 5.311342063772424e-06
Position 186: 3.6916976120475816e-06
Position 491: 1.9594418279931025e-06
Position 963: 1.4314761608582325e-06
Position 783: 1.1973477014594259e-06
Position 1084: 9.48995210819657e-07
Position 484: 5.672276251884248e-07
Position 598: 4.5252454505827364e-07
Position 1074: 4.462553280043464e-07
Position 1047: 2.2218258029502082e-07
Position 215: 2.168832072413517e-07
Position 893: 1.1460720128799525e-08
Position 289: 2.0886486589451367e-09
Position 848: 6.627344220491436e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 873: 0.9255392937571387
Position 491: 0.4362518603969075
Position 696: 0.06826480146148146
Position 550: 0.053875389192162504
Position 795: 0.043301869769067164
Position 328: 0.03457126563995329
Position 540: 0.028089796087148483
Position 1074: 0.02224203491988974
Position 526: 0.02213791725493179
Position 722: 0.019609091830675923
Position 267: 0.009321075686748247
Position 1170: 0.007965154140335912
Position 986: 0.0073751029124026115
Position 554: 0.006400925168109662
Position 436: 0.006290568688123279
Position 1059: 0.0040383985240764544
Position 433: 0.00317149071872402
Position 655: 0.0027610343438820542
Position 673: 0.0026189730649104274
Position 330: 0.0022203704959096785
Position 220: 0.0019046807703235176
Position 679: 0.0015362667921174568
Position 755: 0.0010145958362411751
Position 623: 0.0006362142831718019
Position 1180: 0.00042094070470352396
Position 308: 0.0003136947455398406
Position 562: 0.0002972082803569128
Position 836: 0.0002889852156039817
Position 637: 0.00013638296203343175
Position 698: 0.00012900346348442736
Position 570: 0.00011677267049724331
Position 363: 8.212965178952456e-05
Position 595: 6.904318899460242e-05
Position 1008: 5.7770436473485966e-05
Position 93: 5.6439127395002336e-05
Position 336: 4.869548986979538e-05
Position 446: 4.836631373040381e-05
Position 1116: 3.8774296695597986e-05
Position 617: 3.66900887298489e-05
Position 626: 3.4873975648082394e-05
Position 339: 2.2691962022178306e-05
Position 105: 1.8114544091616433e-05
Position 1020: 1.7926078952103828e-05
Position 845: 1.5000195307565692e-05
Position 1126: 1.4991495391173327e-05
Position 620: 1.2250283960911535e-05
Position 144: 7.58546913570704e-06
Position 417: 6.146819064996188e-06
Position 1029: 5.312874924833143e-06
Position 342: 3.5649197570840913e-06
Position 75: 3.5228232113724463e-06
Position 387: 2.4571599659944708e-06
Position 357: 1.9367311168917205e-06
Position 879: 1.6974142320313536e-06
Position 102: 1.4398825172842488e-06
Position 1002: 8.18058254207999e-07
Position 108: 7.175927664479491e-07
Position 598: 6.663439253900565e-07
Position 277: 6.176855175610121e-07
Position 66: 4.4418788609715777e-07
Position 279: 7.703314564683053e-08
Position 347: 4.0960662566761984e-08
Position 198: 2.6486594599809637e-08
Position 122: 2.5853045288126424e-08
Position 110: 5.235355884330272e-09
Position 369: 2.1550590183271207e-09
Position 113: 1.941940571843932e-09
Position 411: 6.535601278936002e-10
Position 158: 2.012700344026657e-12
Position 127: 1.9969492520469422e-14
