Gene = GeneID_692866dufa13
index = 84
Annotated 5SS: [ 117 1380]
Annotated 3SS: [1158 2078]
SMsplice 5SS: [ 117 1380]
SMsplice 3SS: [1158 2078]
top_k =  500
Partition function (log Z): -3.917719766946328

Sorted 5' Splice Sites (High to Low Probability):
Position 117: 0.979584023811327
Position 1380: 0.8654763375972613
Position 2012: 0.12131342014873919
Position 1496: 0.01832328616635041
Position 1057: 0.018209374738395356
Position 293: 0.012318642379284133
Position 829: 0.008814627791246362
Position 1373: 0.00834782937052225
Position 1948: 0.0077357307386768225
Position 1077: 0.005980755264824593
Position 946: 0.005041208510643865
Position 1736: 0.004717480085682944
Position 976: 0.002796269791666643
Position 646: 0.0026472699076396243
Position 121: 0.002583383385509484
Position 1891: 0.0014969206932752817
Position 2037: 0.0008995569926962573
Position 32: 0.0008386284470714223
Position 308: 0.0006796044396407231
Position 1327: 0.0004453446921229971
Position 730: 0.0003834742693026913
Position 1638: 0.00028845230822350864
Position 1545: 0.00021762594801252814
Position 827: 0.0002166057470930492
Position 181: 0.00021074374945473194
Position 1838: 0.00020894201845671198
Position 1993: 0.00019980092556701198
Position 1531: 0.00019454261252415203
Position 1052: 0.00016362735515531318
Position 663: 0.00010536336932616563
Position 2004: 0.00010456345209984962
Position 710: 6.443789656623258e-05
Position 164: 5.697673322113877e-05
Position 1586: 5.642437345880217e-05
Position 1919: 5.479987988989972e-05
Position 1651: 4.865565957743347e-05
Position 1671: 4.064095122482322e-05
Position 1365: 3.743007119373162e-05
Position 1842: 2.8616212182942405e-05
Position 2031: 2.4106664137634962e-05
Position 725: 2.1673684760573267e-05
Position 2079: 2.1146423219203695e-05
Position 1540: 1.732986246411377e-05
Position 1450: 1.613303923724815e-05
Position 2053: 1.5587644450982605e-05
Position 1198: 1.4617621742529491e-05
Position 1415: 1.2038918415596865e-05
Position 2026: 1.117244230987714e-05
Position 1916: 9.888587954492302e-06
Position 789: 8.917143310913358e-06
Position 810: 6.5985499317429194e-06
Position 334: 6.009913785746287e-06
Position 2245: 4.186338779428069e-06
Position 147: 7.746454316159211e-09
Position 327: 2.816051955334137e-09
Position 230: 1.6925751932234387e-09
Position 192: 1.320200718597642e-09
Position 455: 3.784270758049659e-10
Position 349: 2.9631336072727147e-10
Position 446: 2.7475259471300285e-10
Position 187: 2.3163160892669254e-10
Position 493: 2.1265907453527477e-10
Position 610: 1.1694375927122463e-10
Position 676: 5.4414431408858544e-11
Position 172: 9.733184727607778e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2078: 0.8976474235723731
Position 1158: 0.8396587084872644
Position 1883: 0.19795306994780162
Position 1296: 0.032828159564576034
Position 861: 0.016065858590104697
Position 1405: 0.012010940921132134
Position 2129: 0.00922246133863522
Position 1241: 0.007629212808123792
Position 1495: 0.007428640624299685
Position 893: 0.007326406041164062
Position 899: 0.005258570718219662
Position 826: 0.004019461129385616
Position 896: 0.00356821788632347
Position 1247: 0.003411392647741564
Position 683: 0.0029160696371032303
Position 902: 0.0020854780683729397
Position 1229: 0.0016773255573288874
Position 710: 0.0016772081815031765
Position 1833: 0.0014529647673601933
Position 645: 0.001403551686184106
Position 921: 0.001401344401354757
Position 924: 0.0011619848267709805
Position 1860: 0.0011297599807708104
Position 1916: 0.0011215553082387622
Position 1302: 0.0009649943737060285
Position 426: 0.0008392064276520639
Position 1258: 0.0008202707565022781
Position 202: 0.0007187812751105283
Position 1336: 0.0005681877874236215
Position 610: 0.00056710808327356
Position 740: 0.0005428040108823323
Position 1617: 0.000489321327899988
Position 1322: 0.0004823657531807627
Position 1676: 0.00046555375263511125
Position 552: 0.0004234169205353726
Position 1965: 0.00040021320783952804
Position 225: 0.00022016510605875122
Position 478: 0.00021999282146962853
Position 449: 0.00020967012152470885
Position 1035: 0.00020932376487199766
Position 403: 0.00020235372482856667
Position 406: 0.00018249365462712894
Position 180: 0.00016083474855174178
Position 1750: 0.00016047225474858173
Position 592: 0.00015356452110481443
Position 1330: 0.00015014749215249345
Position 629: 0.00014002924582047298
Position 1686: 0.00012470228543596208
Position 789: 0.00011419384077600804
Position 797: 0.00010137355556628425
Position 1253: 8.421417021253038e-05
